,CSD_ID,Huckel_SMI
33381,TUZYES,CC(=O)[O-]->[Pt+4]12(<-NCC(C)(C)CN->1)(<-[O-]C(C)=O)<-[O-]C(=O)C1(C(=O)[O-]->2)CCC1
33382,TUZYIW,COc1cccc(OC)c1C=N1c2ccccc2[S-]->[Ni+2]<-12<-[S-]c1ccccc1N->2=Cc1c(OC)cccc1OC
33383,TUZYOC,Cc1cc(C)c(C=N2c3ccccc3[S-]->[Ni+2]<-23<-[S-]c2ccccc2N->3=Cc2c(C)cc(C)cc2C)c(C)c1
33384,TUZZUJ,O=C1c2ccccc2S(=O)(=O)[N-]1->[Cd+2]12(<-OCCc3ccccn->13)(<-OCCc1ccccn->21)<-[N-]1C(=O)c2ccccc2S1(=O)=O
33385,TXMPPD,CCP(CC)(CC)->[Pd+2](<-[Cl-])(<-[C-]1=CC(=O)C(=CC(=O)OC)N1c1ccc(C)cc1)<-P(CC)(CC)CC
33386,UBAFIO,Nc1n(N)cnn1->[Zn+2](<-[Cl-])(<-[Cl-])<-n1ncn(N)c1N
33387,UBAKIU,[Cl-]->[Zn+4](<-[Cl-])(<-[Cl-])<-n1ccccc1CN[C-](N1CCCCC1)N1CCCCC1
33388,UBAYAX,CC(C)(C)c1ccc[cH-]1->[Re+3](<-[Br-])(<-[Br-])(<-[C-]#[O+])<-[C-]#[O+]
33389,UBAYOL,[I-]->[Pd+2]1(<-[c-]2ccccc2)<-N(=Cc2ccccc2)c2ccccc2P->1(c1ccccc1)c1ccccc1
33390,UBAYUR,[I-]->[Pd+2]1(<-[c-]2ccccc2)<-N(=Cc2ccccc2P->1(c1ccccc1)c1ccccc1)c1ccccc1
33391,UBEBAE,Cn1ccn(->[Co+3]2345<-[O-]c6cccc(C(=O)NCCCCCOc7ccccc7-c7cc(-c8ccccn->28)n->3c(-c2ccccn->42)c7)c6[O-]->5)c1
33392,UBEFAL,F[B-]12ON3->[Fe+2]4567<-N(=CC=3)O[B-](F)(ON->4=C(c3ccccc3)C(c3ccccc3)=N->5O1)ON->6=C(c1ccccc1)C(c1ccccc1)=N->7O2
33393,UBEFEP,CC1=N2->[Fe+2]3456<-N(=C1)O[B-]1(F)ON->3=C(c3ccccc3)C(c3ccccc3)=N->4O[B-](F)(O2)ON->5=C(c2ccccc2)C(c2ccccc2)=N->6O1
33394,UBEFIT,CC1=N2->[Fe+2]3456<-N(=C1C)O[B-]1(F)ON->3=C(c3ccccc3)C(c3ccccc3)=N->4O[B-](F)(O2)ON->5=C(c2ccccc2)C(c2ccccc2)=N->6O1
33395,UBEKIY,CO->[Mn+3]123(<-O)<-[O-]c4ccc(Br)cc4C=N->1CCN->2=Cc1cc(Br)ccc1[O-]->3
33396,UBELIW,CN1CCN->[Co+3]<-12(<-NCCN->2C)(<-N(=O)[O-])<-N(=O)[O-]
33397,UBEPAV,CC(C)P1(Nc2ccccn2->[Ru+2]<-123(<-[C]=Cc1ccccc1)<-n1cccn1[BH-](n1cccn->21)n1cccn->31)C(C)C
33398,UBEQEX,[CH3-]->[Re+5]1(<-[O-2])(<-[S-]CC[S-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33399,UBESUR,CC(C)(C)N1=CC=N(C(C)(C)C)->[Cr]<-12<-N(=CC=N->2C(C)(C)C)C(C)(C)C
33400,UBEVOP,N#[C-]->[Fe+2]123(<-[C-]#N)<-N(=CC=N->1N(c1ccccc1)c1ccccn->21)N(c1ccccc1)c1ccccn->31
33401,UBEVUV,N#[C-]->[Fe+2]123(<-[C-]#N)<-N(=CC(=N->1N(c1ccccc1)c1ccccn->21)[N+](=O)[O-])N(c1ccccc1)c1ccccn->31
33402,UBEWIJ,CC(C)P1(c2cccc(-c3cccc4c3oc3c(-c5cccc(P(C(C)C)(C(C)C)->[Zn+2]<-1(<-[Cl-])<-[Cl-])c5)cccc34)c2)C(C)C
33403,UBEWOQ,CC(C)C1=C(C(C)C)C2=S->[Au-]3(<-S=C2S1)<-S=C1SC(C(C)C)=C(C(C)C)C1=S->3
33404,UBEWUV,CC(C)P1(c2cccc(-c3cccc4c3oc3c(-c5cccc(P(C(C)C)(C(C)C)->[Ni+2]<-1(<-[Cl-])<-[Cl-])c5)cccc34)c2)C(C)C
33405,UBEXOR,CC(C)C1=C(C(C)C)C2=S->[Ni]3(<-S=C2S1)<-S=C1SC(C(C)C)=C(C(C)C)C1=S->3
33406,UBEYAB,CCC1=C(O)->[Pt+2]<-12(<-[CH3-])(<-[Cl-])<-n1c(C)ccc3ccc4ccc(C)n->2c4c31
33407,UBEZUW,CN(C)Cc1ccccc1P1(c2ccccc2CN(C)C)c2ccccc2CN(C)(C)->[Ag+]<-1<-[Br-]
33408,UBICAL,C1c2ccccc2[O-]->[Co+3]2345<-[O-]c6ccccc6C=N->2CCS->3CCS->4CCN->5=1
33409,UBICIR,C[Si](C)(C)C([Si](C)(C)C)P1(->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])CC1c1ccccc1
33410,UBICIT,C1c2ccccc2O->[Ni+2]234<-[O-]c5ccccc5C=N->2CCS->3CCSCCN->4=1
33411,UBICUG,CCCCn1ccc2-c3cccc4-c5ccn(CCCC)n5->[Pt+2](<-[Cl-])(<-[c-]34)<-n21
33412,UBIFET,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Re+5](<-[O-2])(<-[Cl-])(<-[Cl-])<-[N-]1c1c(C(C)C)cccc1C(C)C
33413,UBIFUI,C1CCN(C2=S->[Pd+2]3(<-S=C([S-]->3)N3CCCC3)<-[S-]2)C1
33414,UBIGUK,CCCCn1ccc2-c3cccc4-c5ccn(CCCC)n5->[Pt+2](<-[C-]#Cc5ccc([N+](=O)[O-])cc5)(<-[c-]34)<-n21
33415,UBIHEU,CC(C)P1(Oc2cccc3cccn(->[Pd+2]<-1(<-[Cl-])<-[Cl-])c23)C(C)C
33416,UBIHIY,[Cl-]->[Pd+2]1(<-[Cl-])<-n2cccc3cccc(OP->1(C1CCCCC1)C1CCCCC1)c32
33417,UBIRIJ,CCN1C=CN2Cc3cccc4CN5C=CN(CC)[C]5->[Cu+](<-[C]12)<-n34
33418,UBISAZ,CC(C)P(=N->[Ni+2]12<-[S-]c3ccccc3N3CCN(c4ccccc4[S-]->1)[C]->23)(C(C)C)C(C)C
33419,UBOBOC,Clc1cn(->[Zn+2](<-[Cl-])(<-[Cl-])<-n2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl
33420,UBOBUI,Clc1cn(->[Zn+2](<-[Br-])(<-[Br-])<-n2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl
33421,UBOCAP,Clc1cc(Cl)cn(->[Zn+2](<-[Br-])(<-[Br-])<-n2cc(Cl)cc(Cl)c2)c1
33422,UBOCET,Brc1cc(Br)cn(->[Zn+2](<-[Br-])(<-[Br-])<-n2cc(Br)cc(Br)c2)c1
33423,UBOLAY,Nc1ccccc1P(c1ccccc1)(c1ccccc1)->[Au+3](<-[Cl-])(<-[c-]1c(F)c(F)c(F)c(F)c1F)<-[c-]1c(F)c(F)c(F)c(F)c1F
33424,UBOLIG,Fc1c(F)c(F)[c-](->[Au+3]2(<-[NH-]c3ccccc3P->2(c2ccccc2)c2ccccc2)<-[c-]2c(F)c(F)c(F)c(F)c2F)c(F)c1F
33425,UBONII,[Cl-]->[Pd+2]1(<-[Cl-])<-n2ccccc2C#Cc2ccccc2C#Cc2ccccn->12
33426,UBONOO,O=C1[O-]->[Co+3]234(<-[O-]1)<-N1CCCN->25CCCN->3CCCN->4(CCC1)CCC5
33427,UBOSUB,Cc1cc(C)n(->[Rh+3](<-[Br-])(<-[Br-])(<-[Br-])(<-n2[nH]c(C)cc2C)<-n2[nH]c(C)cc2C)[nH]1
33428,UBOVEM,Oc1ccc([O-]->[W+6](<-[O-]c2ccc(O)cc2)(<-[O-]c2ccc(O)cc2)(<-[O-]c2ccc(O)cc2)(<-[O-]c2ccc(O)cc2)<-[O-]c2ccc(O)cc2)cc1
33429,UBOWEN,CN12Cc3ccccn3->[Fe+2]<-13(<-[O-]S(=O)(=O)C(F)(F)F)(<-[O-]S(=O)(=O)C(F)(F)F)<-n1ccccc1CN->3(C)C1CCCCC12
33430,UBOWIR,Cc1cccc2CN3(C)C4CCCCC4N4(C)Cc5cccc(C)n5->[Fe+2]<-3<-4(<-[O-]S(=O)(=O)C(F)(F)F)(<-[O-]S(=O)(=O)C(F)(F)F)<-n12
33431,UBOXER,COc1cccc2C=N3c4ccc(C)cc4[O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-[O-]c21)<-OC
33432,UBOXIV,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccccc3N->1=Cc1c([O-]->2)ccc2ccccc12
33433,UBOYAO,CC(C)c1cccc(C(C)C)c1N1C=CN2C3=C(->[Pd+2](<-[Br-])(<-[Br-])<-[C]21)=CC=CC=C3
33434,UBOZUG,CC(C)(C)c1cc2CN34->[Co+3]567(<-[O-]C(=O)CN->5(CCN->6(CC(=O)[O-]->7)CC3)CC4)<-[O-]c2c(C(C)(C)C)c1
33435,UBUBEY,CC(C)(C)c1cc2CN34->[Co+3]567(<-[O-]C(=O)CN->5(CCN->6(CC(=O)[O-]->7)CC3)CC4)<-[S-]c2c(C(C)(C)C)c1
33436,UBUCEC,CC1(C)OC2COP3(->[Pd+2](<-[Cl-])(<-[Cl-])<-P4(OCC2O1)N(c1ccccc1)CC1CCCN14)N(c1ccccc1)CC1CCCN13
33437,UBUCUP,CC(C)(C)P([Se]c1ccccn1)(->[Au+]<-[Cl-])C(C)(C)C
33438,UBUFAY,CN1C(=O)c2cc3C(=O)N(C)c4cccn(->[Cu+](<-[Cl-])(<-n5cccc1c5)<-n1cccc(N(C)C(=O)c(c2)c3)c1)c4
33439,UBUFUV,Cc1cccc2-c3n[nH]c(C(C)(C)C)n3->[Cu+]3(<-n12)<-n1c(C)cccc1-c1n[nH]c(C(C)(C)C)n->31
33440,UBUNIQ,CS(C)=O->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccc(Cl)cc3C=N->1N=C(Nc1ccccc1)[S-]->2
33441,UBUNOW,CS(C)=O->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccc(Cl)cc3C=N->1N=C(N)[S-]->2
33442,UBUSEP,[O+]#[C-]->[Mo]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(CCOCCOCCOCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
33443,UBUYOI,[Cl-]->[Ni+2]12<-[C]3N(Cc4cn(Cc5ccccc5)nn->14)c1ccccc1N3c1ncccn->21
33444,UBUZOI,CCOC(=O)[CH-](C)->[Co+3]12(<-NC(C)C3CCCCC3)(<-N(=O)C(C)=C(C)[N-]->1O)<-N(=O)C(C)=C(C)[N-]->2O
33445,UBUZUP,[Cl-]->[Ni+2]12<-[C]3N(Cc4cn(Cc5ccccc5)nn->14)c1ccccc1N3c1ccccn->21
33446,UCABAD,CCOC(=O)[CH-](C)->[Co+3]12(<-NC(C)C3CCCCC3)(<-N(=O)C(C)=C(C)[N-]->1O)<-N(=O)C(C)=C(C)[N-]->2O
33447,UCABIJ,O=C1[O-]->[Co+3]234(<-NCCCN->25CCCN->3=CCCN->4CCC5)<-[O-]1
33448,UCAHUE,[Cl-]->[Pd+2]12<-[O-]c3cccc4ccc(CS->1c1ccccc1)n->2c34
33449,UCALOZ,O=[N-]->[Re+5](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[NH-]c1ccccc1Nc1ccccc1)<-[c-]1ccccc1
33450,UCAMAM,O=[N-]->[Re+3](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-Nc1ccccc1Nc1ccccc1)<-Nc1ccccc1Nc1ccccc1
33451,UCAMAO,CC1=C(C)[N-](O)->[Co+3]2(<-[CH3-])(<-N1=O)(<-N(=O)C(C)=C(C)[N-]->2O)<-n1ccc(C(=O)O)cc1
33452,UCAMOC,O=C1CN23CC[S-]->[Ni+2]<-24(<-[S-]CC[N-]->41)<-n1ccccc1C3
33453,UCANUJ,Oc1ccccc1C1=NN->[Ni+2]2(<-NN=C([S-]->2)c2ccccc2O)<-[S-]1
33454,UCAPAR,Oc1ccccc1C1=NN->[Pd+2]2(<-NN=C([S-]->2)c2ccccc2O)<-[S-]1
33455,UCASOG,NC(N)=S->[Zn+2]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-S=C(N)N
33456,UCATEX,CC(C)OC1=S->[Zn+2]23(<-S=C(OC(C)C)[S-]->2)(<-[S-]1)<-n1cccc2ccc4cccn->3c4c21
33457,UCAWAX,CCC1[O-]->[Os+6]2(<-[O-2])(<-[O-2])(<-[N-]3C(=O)OCCC13)<-N(C)(C)CCN->2(C)C
33458,UCEBUA,CCC1=S->[Co+]2(<-[I-])(<-S=C1CC)<-S=C(CC)C(CC)=S->2
33459,UCECIP,CCC1=S->[Re+]2(<-[O-2])(<-S=C1CC)<-S=C(CC)C(CC)=S->2
33460,UCECIQ,CC(C)N1C=CN(C(C)C)[C]1->[Ni+2](<-[Br-])(<-[CH2-]c1ccccc1)<-[C]1N(C(C)C)C=CN1C(C)C
33461,UCEDAJ,[O-2]->[Re+5]12(<-[O-]c3ccccc3[S-]->1)<-[O-]c1ccccc1[S-]->2
33462,UCEDEL,CC12=O->[Zn+2]<-134(<-O=C->3(C)[O-]->4)(<-[O-]2)(<-n1cccc2cc[nH]c21)<-n1cccc2cc[nH]c21
33463,UCEDEN,CCN(CC)C1N=C(c2ccccc2)[N-]2c3ccccc3[S-]->[Tc+5]<-2(<-[O-2])(<-[Cl-])<-S=1
33464,UCEDIR,CCN(CC)C1N=C(c2ccccc2)[N-]2c3ccccc3[S-]->[Re+5]<-2(<-[O-2])(<-[Cl-])<-S=1
33465,UCEDOX,CCN(CC)C1N=C(c2ccccc2)[N-]2c3ccccc3[S-]->[Re+5]<-2(<-[O-2])(<-[C-]#N)<-S=1
33466,UCEHOA,[O-2]->[Re+5](<-[Br-])(<-[Br-])(<-[Br-])(<-O=c1cccc[nH]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33467,UCEKOD,O=c1[nH]c2[O-]->[Co+3]34(<-[O-]c5[nH]c(=O)[nH]c(=O)c5N->3=O)(<-[O-]c3[nH]c(=O)[nH]c(=O)c3N->4=O)<-N(=O)c2c(=O)[nH]1
33468,UCELEU,CC1(C)N(O)C2c3sccn3->[Zn+2]345(<-[O-][N+]->3(=O)[O-]->4)(<-N=2C1(C)C)<-N1=C(c2sccn->52)N(O)C(C)(C)C1(C)C
33469,UCELIY,CC1(C)N(O)C(c2nccs2)=N(->[Ni+2]23(<-[O-][N+]->2(=O)[O-]->3)<-N2=C(c3nccs3)N(O)C(C)(C)C2(C)C)C1(C)C
33470,UCELUK,CC1C(=O)[O-]->[V+5]2(<-[O-2])(<-[O-2])<-O=C(NN->2=1)c1ccncc1
33471,UCEXEI,CC(C)c1cccc(C(C)C)c1N1C(C)C(C)N(c2c(C(C)C)cccc2C(C)C)->[Ni+2]<-1(<-[Br-])<-[Br-]
33472,UCEYAD,C[N+](C)(C)c1ccc([S-]->[Hg+2](<-[S-]C#N)<-[S-]c2ccc([N+](C)(C)C)cc2)cc1
33473,UCEYEJ,CCN(CC)P(=O)(C1=CN(C(C)C)[C](->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])N1C)N(CC)CC
33474,UCIBEP,FC(F)(F)C1=CC(=O->[Y+3]234(<-O=C(C=C([O-]->2)C(F)(F)F)c2cccs2)(<-O=C(C=C([O-]->3)c2cccs2)C(F)(F)F)(<-[O-]1)<-n1ccccc1-c1ccccn->41)c1cccs1
33475,UCIBIT,FC(F)(F)C1C=C([O-]->[Y+3]234(<-O=1)(<-O=C(C=C([O-]->2)c1cccs1)C(F)(F)F)(<-O=C(C=C([O-]->3)c1cccs1)C(F)(F)F)<-n1cccc2ccc3cccn->4c3c21)c1cccs1
33476,UCIFOC,c1ccn2->[Zn+2]345(<-n6ccccc6-c6ccc(-c2c1)[n-]->36)<-n1ccccc1-c1ccc(-c2ccccn->42)[n-]->51
33477,UCIKUO,c1ccc(P2(c3ccccc3)c3cccc4ccn(P(c5ccccc5)(c5ccccc5)->[Pd+2]<-256<-C=C->5[CH2-]->6)c34)cc1
33478,UCILIE,CC12SC3(C)C4=N5->[Ni]67<-N8=C(C=CC8=C(c8ccccc8)C8=N->6C(=C4c4ccccc43)C=C8)C(c3ccccc3)=C3C=CC(=N->73)C(=C51)c1ccccc12
33479,UCIMOJ,CC1=C(C)[N-](O)->[Co+3]2(<-[C-]3=CC(C)C4C=CC=CC(C3)C4=O)(<-N1=O)(<-N(=O)C(C)=C(C)[N-]->2O)<-n1ccccc1
33480,UCINIE,C=[N+]([O-])[O-]->[IrH+2]12(<-[C-]#[O+])<-[c-]3c(CP->1(C(C)(C)C)C(C)(C)C)cccc3CP->2(C(C)(C)C)C(C)(C)C
33481,UCITIJ,CN1(C)CCN(C)(C)->[Cd+2]<-1(<-[c-]1c(F)c(F)c(F)c(F)c1F)<-[c-]1c(F)c(F)c(F)c(F)c1F
33482,UCIVOR,S=C=[N-]->[Zn+2](<-[N-]=C=S)(<-n1cn(-c2ccccc2)nn1)(<-n1cn(-c2ccccc2)nn1)(<-n1ncn(-c2ccccc2)n1)<-n1ncn(-c2ccccc2)n1
33483,UCIWIN,Fc1ccccc1C=N1CCN(=Cc2ccccc2F)->[Ag+]<-12<-N(=Cc1ccccc1F)CCN->2=Cc1ccccc1F
33484,UCIWOS,C[C-](=O)->[Fe+2]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]S(=O)(=O)C(F)(F)F)<-N(=Cc2ccccn->12)C(C)C
33485,UCIYEL,CC(C)[O-]->[Ti+4]1(<-[O-]C(C)C)(<-[O-]C(C)C)<-[O-]C(C)(C)CN2C=CN(C(C)C)[C]->12
33486,UCIZUC,[Cl-]->[Pt+2]1(<-[Cl-])<-NCCCN->1
33487,UCOBAQ,[Cl-]->[Pd+2]1(<-[Cl-])<-NCCCN->1
33488,UCODAT,COc1cccc2P(c3ccco3)(c3ccco3)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c3ccco3)(c3ccco3)c3cccc(OC)c3-c12
33489,UCOGUQ,C=[C-](c1ccccc1)->[Pd+2](<-[O-]C(C)=O)(<-P(CC)(CC)CC)<-P(CC)(CC)CC
33490,UCOHAX,CCP(CC)(CC)->[Ni+2]1(<-O=C(C)[O-]->1)(<-[C-](=Cc1ccccc1)c1ccccc1)<-P(CC)(CC)CC
33491,UCOJON,CC(C)[O-]->[Ti+4]123(<-[O-]c4ccc([N+](=O)[O-])cc4CN->1(C)CCN->2(C)Cc1cc(Cl)cc(Cl)c1[O-]->3)<-[O-]C(C)C
33492,UCOLON,Cc1cc(C2n3c(C)cc(C)n3->[Zn+2](<-[S-]c3c(F)c(F)c(F)c(F)c3F)(<-[S-]c3c(F)c(F)c(F)c(F)c3F)<-n3c(C)cc(C)n32)c(S)c(C(C)(C)C)c1
33493,UCOLOP,Cc1cc(C)c2[O-]->[Hf+4]34(<-[O-]c5c(C)cc(C)cc5CN->35CCCN->4(Cc2c1)CC5)(<-[O-]C(C)C)<-[O-]C(C)C
33494,UCOLUV,Cc1cc(C)c2[O-]->[Zr+4]34(<-[O-]c5c(C)cc(C)cc5CN->35CCCN->4(Cc2c1)CC5)(<-[O-]C(C)C)<-[O-]C(C)C
33495,UCONAD,Nc1nccc2-c3ccccc3P(c3ccccc3)(c3ccccc3)->[Pd+2](<-[Cl-])(<-[Cl-])<-n21
33496,UCOPAF,O=S(=O)([O-])C12n3cccn3->[Ru+2](<-[Cl-])(<-n3cccn31)(<-n1cccn12)(<-P12CN3CN(CN(C3)C1)C2)<-P12CN3CN(CN(C3)C1)C2
33497,UCOZES,[Cl-]->[Ni+2]12<-[N-](c3ccccc3P->1(c1ccccc1)c1ccccc1)c1ccccc1P->2(c1ccccc1)c1ccccc1
33498,UCOZIW,CC(C)P1(c2ccccc2[N-]2c3ccccc3P(C(C)C)(C(C)C)->[Ni+2]<-2<-1<-[Cl-])C(C)C
33499,UCOZUI,CC(C)P1(c2ccccc2[N-]2c3ccccc3P(C(C)C)(C(C)C)->[Ni+2]<-2<-1<-[CH3-])C(C)C
33500,UCUBEA,CCC[CH2-]->[Ni+2]12<-[N-](c3ccccc3P->1(c1ccccc1)c1ccccc1)c1ccccc1P->2(c1ccccc1)c1ccccc1
33501,UCUBIE,CCC[CH2-]->[Ni+2]12<-[N-](c3ccccc3P->1(C(C)C)C(C)C)c1ccccc1P->2(C(C)C)C(C)C
33502,UCUBOK,C[Si](C)(C)[CH2-]->[Ni+2]12<-[N-](c3ccccc3P->1(c1ccccc1)c1ccccc1)c1ccccc1P->2(c1ccccc1)c1ccccc1
33503,UCUBUQ,[Br-]->[Ni+2]12<-[N-](c3ccccc3P->1(c1ccccc1)c1ccccc1)c1ccccc1P->2(c1ccccc1)c1ccccc1
33504,UCUCIE,CC(C)[O-]->[Ti+4]123(<-[O-]c4ccccc4CN->1(C)CCN->2(C)Cc1ccccc1[O-]->3)<-[O-]C(C)C
33505,UCUGUU,CC1CCC(C)P1(c1ccccc1)->[Ir+](<-[CH3-])(<-[C-]#[O+])<-P1(c2ccccc2)C(C)CCC1C
33506,UCUHEF,CC1c2cccc[c-]2->[Pd+2](<-[Cl-])(<-N1(C)C)<-P1(c2ccccc2)C(C)CCC1C
33507,UCUJUZ,CC(C)N1C=CN2CN3C=CN(C(C)C)[C]3->[Fe+2](<-[I-])(<-[I-])<-[C]21
33508,UCUKEK,CC(C)c1cccc(C(C)C)c1N1C=CN2CN3C=CN(c4c(C(C)C)cccc4C(C)C)[C]3->[Fe+2](<-[Br-])(<-[Br-])<-[C]21
33509,UCUKUA,C[S-]->[Fe+2]1(<-[I-])<-[C]2N(CN3C=CN(c4c(C(C)C)cccc4C(C)C)[C]->13)C=CN2c1c(C(C)C)cccc1C(C)C
33510,UCUNEO,CC1=CC(C)=N(c2ccccc2)->[Pt+2]2(<-[O-]1)<-C1#SC(C)=C(C)N1c1cccc[c-]->21
33511,UCUNIS,CC1=CC(C)=N(c2cccc3ccccc23)->[Pt+2]2(<-[O-]1)<-C1#SC(C)=C(C)N1c1cccc[c-]->21
33512,UCUPEQ,CC(C)(C)P1(Oc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[Ni+2]<-1(<-[S-]C=S)<-[c-]23)C(C)(C)C
33513,UCUPIU,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Ni+2]<-14(<-S=C[S-]->4)<-[c-]23)C(C)C
33514,UCUPOX,CC1=CC=CC2=C3N([O-]->[Co+3](<-[Cl-])(<-[Cl-])<-[N-]12)C(C)(C)C(C)(C)[N+]3=O
33515,UCUPUD,CC1=CC=CC2=C3N([O-]->[Co+3](<-[Br-])(<-[Br-])<-[N-]12)C(C)(C)C(C)(C)[N+]3=O
33516,UCUQOZ,CC1N=N2C(=O)C(=O)N3=NC(C)=C4C=CC=C[N-]4->[Ni+2]<-2<-3<-[N-]2C=CC=CC=12
33517,UCUSIW,Cc1cc(C)c(C2=N3->[Fe+2](<-[Cl-])(<-n4ccccc4)<-[n-]4c(C(=C3C=C2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)ccc4-c2c(C)cc(C)cc2C)c(C)c1
33518,UCUSIX,[Cl-]->[Pd+2]12<-[c-]3c(C=N->1Cc1ccccc1)c1ccccc1n3Cc1cn(Cc3ccccc3)nn->21
33519,UCUVAR,CC(C)(C)P1(Oc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[Ni+2]<-1(<-[Cl-])<-n23)C(C)(C)C
33520,UCUVIZ,CC(C)(C)P1(Oc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[Cl-])<-n23)C(C)(C)C
33521,UCUVOF,CC(C)(C)P1(Oc2cccc3OP(C(C)(C)C)(C(C)(C)C)->[Pt+2]<-1(<-[Cl-])<-n23)C(C)(C)C
33522,UCUYEY,c1ccc(P2(c3ccccc3)c3cccc4cccc(P(c5ccccc5)(c5ccccc5)->[Ni+2]<-25<-[S-]CCC[S-]->5)c34)cc1
33523,UCUZIB,Cc1csc2=S->[Zn+2]3(<-[O-]n12)<-[O-]n1c(C)csc1=S->3
33524,UDABUZ,O=S(=O)(c1ccc(Br)cc1)[N-](->[Au+]<-[N-](S(=O)(=O)c1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1
33525,UDACAG,O=S1(=O)c2ccccc2S(=O)(=O)[N-]1->[Au+]<-[N-]1S(=O)(=O)c2ccccc2S1(=O)=O
33526,UDAGOY,Fc1cccc(C=Cc2ccn(->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-n3ccc(C=Cc4cccc(F)c4)cc3)cc2)c1
33527,UDAKAM,Cc1ccccc1C(=S)[S-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33528,UDALAP,O=S(=O)(c1ccc(F)cc1)[N-](->[Au+]<-[N-](S(=O)(=O)c1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1
33529,UDALIX,CS(=O)(=O)[N-](->[Au+]<-[N-](S(C)(=O)=O)S(C)(=O)=O)S(C)(=O)=O
33530,UDAMAP,COc1cccc(NC(C)=O)c1-c1c(OC)cccc1N1c2ccccc2N(C)[C]1->[Au+]<-[I-]
33531,UDAPAR,[Cl-]->[Pd+2]1(<-O=c2cccccc2[O-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
33532,UDAPEX,c1ccn2->[Ni+2]34(<-O=N[O-]->3)(<-n3ccccc3CN->4C3CCCCC3)<-N(Cc2c1)C1CCCCC1
33533,UDAPOF,[O+]#[C-]->[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(CCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
33534,UDARUP,O=S(=O)(c1ccc(Cl)cc1)[N-](->[Au+]<-[N-](S(=O)(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1
33535,UDASEA,O=S(=O)(c1ccc(Br)cc1)[N-](->[Au+]<-[N-](S(=O)(=O)c1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1)S(=O)(=O)c1ccc(Br)cc1
33536,UDAYEE,Cn1ccn2[BH-]3n4ccn(C)c4=S->[Mo+2](<-[C-]#[O+])(<-[C-]#[O+])(<-[N-]=O)(<-S=c12)<-S=c1n(C)ccn13
33537,UDAYII,Cn1ccn2[BH-]3n4ccn(C)c4=S->[W+2](<-[C-]#[O+])(<-[C-]#[O+])(<-[N-]=O)(<-S=c12)<-S=c1n(C)ccn13
33538,UDEGEP,CC1=O->[OsH3+](<-[c-]2c(F)c(F)c(F)c(F)c21)(<-P(C(C)C)(C(C)C)C(C)C)<-P(C(C)C)(C(C)C)C(C)C
33539,UDEHEQ,[CH3-]->[Pt+4]123(<-[CH3-])<-C(NC4CCCCC4N->1=Cc1ccc4ccccc4n->21)=C1C=Cc2ccccc2[N-]->31
33540,UDEJOC,CN1(C)CCN(C)(C)->[Ni+2]<-12<-[O-]C=CC1CCCC1=[C-]->2c1ccccc1
33541,UDEJUI,C1=CC2CCCC2=[C-](c2ccccc2)->[Ni+2]2(<-[O-]1)<-n1ccccc1-c1ccccn->21
